id,loc_name,agg,type,Key Statistics: Total Households,Main source of household drinking water: metered SIWA drinking water,Main source of household drinking water: communal standpipe,Main source of household drinking water: private water tank,Main source of household drinking water: communal water tank,Main source of household drinking water: well - protected,Main source of household drinking water: well - unprotected,Main source of household drinking water: river or stream,Main source of household drinking water: bottled water,Main source of household drinking water: other source of drinking water,Main source of household washing water: piped - private,Main source of household washing water: piped - shared,Main source of household washing water: communal standpipe,Main source of household washing water: well - protected,Main source of household washing water: well - unprotected,Main source of household washing water: private water tank,Main source of household washing water: communal water tank,Main source of household washing water: sea water,"Main source of household washing water: river, lake or stream water",Main source of household washing water: other source of washing water,Main type of household toilet facility: flush toilets - private,Main type of household toilet facility: flush toilets - shared,Main type of household toilet facility: water sealed toilets - private,Main type of household toilet facility: water sealed toilets - shared,Main type of household toilet facility: pit latrines - private,Main type of household toilet facility: pit latrines - shared,Main type of household toilet facility: other toilets,Main type of household toilet facility: no toilets,Main source of household lighting: Main Grid,Main source of household lighting: Own Generator,Main source of household lighting: solar,Main source of household lighting: gas,Main source of household lighting: kerosene lamp,Main source of household lighting: coleman lamp,Main source of household lighting: Wood or Coconut,Main source of household lighting: other lighting,Main source of household lighting: no lighting,Main source of household cooking energy: Electricity from Main Grid,Main source of household cooking energy: Kerosene,Main source of household cooking energy: Wood or Coconut,Main source of household cooking energy: Charcoal,Main source of household cooking energy: Gas,Main source of household cooking energy: other cooking fuels,Households involvement in growing food: subsistence only,Households involvement in growing food: sale only,Households involvement in growing food: subsistence and sale,Households involvement in growing food: not growing food,Households involvement in growing food: No response,Households involvement in fishing: subsistence only,Households involvement in fishing: sale only,Households involvement in fishing: subsistence and sale,Households involvement in fishing: Households not fishing,Household money received from remittances: None,Household money received from remittances: unknown or not applicable,Household money received from remittances: 1 - 499 S.I. dollars,Household money received from remittances: 500 - 999 S.I. dollars,Household money received from remittances: 1000 - 1499 S.I. dollars,Household money received from remittances: more than 1500 S.I. dollars,Main source of household income in last 12 months: No income,Main source of household income in last 12 months: Wages Salary,Main source of household income in last 12 months: Own business,Main source of household income in last 12 months: Sale fish crop craft,Main source of household income in last 12 months: Land lease,Main source of household income in last 12 months: House rent,Main source of household income in last 12 months: Remittances,Main source of household income in last 12 months: Other source
726,East AreAre,Constituency,Proportion,100,0.09,73.76,1.09,0.81,0.09,0.27,20.18,0,3.71,4.71,10.41,59.91,0.18,0.54,0.45,0.09,0.18,21.36,2.17,2.35,0.27,5.25,2.17,0.45,1.27,71.67,16.56,17.47,0.27,11.22,0.18,69.77,0.09,0.36,0.54,0.09,0.18,0.27,99.28,0,0.09,0.18,33.39,0.27,58.46,2.9,4.98,23.62,0.45,55.02,20.9,78.28,3.35,7.15,6.15,3.71,1.36,3.35,8.05,9.14,58.82,0,0.18,2.81,17.65
727,West Areare,Constituency,Proportion,100,0.34,69.48,2.11,0.17,0.59,0.25,22.09,0.59,4.38,0.84,6.75,63.32,4.81,0.51,0.42,0.17,0.93,21.33,0.93,1.35,0.93,1.18,3.2,0.51,1.6,38.53,52.7,0.51,0.93,16.1,0.17,80.19,0,0.17,1.18,0.76,0.17,0.84,98.31,0,0.42,0.25,37.1,2.28,52.87,3.04,4.72,35.92,2.11,40.3,21.67,80.52,3.88,9.02,3.54,1.69,1.35,2.28,13.66,7.84,47.39,0.08,0.42,0.42,27.91
728,Small Malaita,Constituency,Proportion,100,0.08,48.71,2.75,0.72,0.08,0,47.15,0,0.51,5.15,6.93,38.15,0.04,0.04,1.1,0.3,0.13,48.08,0.08,3.55,0.21,6.25,0.72,5.24,1.35,12.76,69.92,0.97,0.13,25.48,0.08,72.58,0.08,0,0.46,0.21,0.08,0.17,98.99,0,0.51,0.25,33.42,0.3,58.85,2.75,4.69,31.81,0.46,48.2,19.52,71.57,1.86,17.83,5.11,2.24,1.39,8.03,10.31,5.11,62.57,0.04,0.51,3.93,9.51
729,Malaita Outer Island,Constituency,Proportion,100,0.5,0.25,31.44,66.34,0,0,0,0,1.49,0,0,0.25,39.85,56.44,1.24,0.5,0,0,1.73,0.25,0,0.25,0,0,0,52.97,46.53,0,0,94.31,0.25,1.49,0,0.25,2.72,0.99,0,0,98.02,0,1.49,0.5,70.79,0.25,8.91,19.8,0.25,87.62,1.73,2.48,8.17,95.05,1.49,0.25,2.23,0.25,0.74,0.99,2.72,4.7,27.48,0,0,0.25,63.86
844,West Makira,Constituency,Proportion,100,0.19,48.75,2.64,3.29,0.32,0.28,43.33,0.09,1.11,0.46,8.9,40.08,0.83,0.46,0.42,0.28,0.09,47.5,0.97,0.51,0.14,1.11,0.14,1.11,0.51,46.01,50.46,2.5,1.53,6.12,0.09,76.92,0.51,0.23,9.41,2.69,0.93,0.19,97.96,0.09,0.6,0.23,47.45,0.6,40.22,5,6.72,49.63,0.56,27.29,22.52,70.67,3.80,15.52,4.54,3.34,2.13,3.66,16.13,7.04,51.07,0.09,0.46,1.07,20.48
845,Central Makira,Constituency,Proportion,100,0.65,53.59,5.59,8.3,0.35,0,27.8,0.06,3.65,13.96,14.49,37.4,0.53,0.65,0.18,0.06,0,29.62,3.12,11.48,1.71,3.65,6.48,4.06,1.12,33.98,37.51,12.31,0.35,6.48,0.12,76.27,0.12,0.35,3.65,0.35,0.53,0.06,97.17,0,1.71,0.53,46.64,0.59,44.23,3.24,5.3,51.35,0.47,18.32,29.86,84.16,1.47,6.30,3.89,1.88,2.30,3.65,24.62,5.54,42.05,0.47,0.65,0.94,22.08
846,East Makira,Constituency,Proportion,100,0.58,35.84,3.35,16.02,0.91,0.54,39.98,0.54,2.24,1.74,6.62,24.54,0.62,10.35,0.41,0.21,0,52.28,3.23,0.79,0.37,2.48,7.99,0.46,0.21,31.04,56.66,0.04,0.33,3.52,0.17,83.94,2.19,1.9,7.16,0.75,0.04,0.12,99.59,0,0.12,0.12,41.27,0.5,49.09,3.93,5.22,45.9,0.29,34.69,19.12,76.16,7.66,8.90,3.81,1.70,1.78,4.3,7.04,6.62,46.65,0.12,0.25,1.28,33.73
847,Ulawa-Ugi,Constituency,Proportion,100,0.22,83.68,0.78,0.44,0.22,0,9.43,0,5.22,23.64,17.76,43.95,0.11,0.11,0.11,0.11,0,13.43,0.78,1.44,0.22,8.55,0.89,5.55,0.67,39.29,43.4,0.11,0.11,10.77,0,83.46,0.89,0.55,3.66,0.44,0,0,99.67,0,0.22,0.11,57.94,0.44,35.63,1.89,4.11,52.94,0.22,24.75,22.09,80.36,3.88,8.55,4.44,1.00,1.78,7.77,7.88,5.88,38.85,0.11,0.11,2.22,37.18
948,Temotu Pele,Constituency,Proportion,100,0.09,5.44,16.91,46.59,1.64,15.27,0,0,14.06,0,0,5.35,10.7,40.81,11.91,4.66,18.9,6.04,1.64,1.04,0,2.07,0.52,0.52,0.43,14.15,81.28,0,0.26,4.4,0,86.37,1.47,2.76,4.57,0.17,0,0,99.74,0,0.17,0.09,27.52,0.6,65.57,2.93,3.36,34.69,0.52,49.27,15.53,84.90,1.81,7.42,3.80,1.81,0.26,4.4,7.33,3.71,57.12,0.09,0.26,4.14,22.95
949,Temotu-Nende,Constituency,Proportion,100,0.04,38.66,10.45,21.61,2.75,3.19,9.61,0.44,13.24,1.64,3.76,32.91,2.92,16.47,7.79,6.78,7.04,15.94,4.74,3.76,2.04,2.79,3.68,1.46,0.27,9.12,76.88,5.14,0.22,4.07,0.09,87.29,0.18,0.93,2.04,0.04,0.22,0.22,98.54,0,1.02,0,15.46,0.35,78.96,2.39,2.83,28.96,0.35,53.01,17.67,84.28,2.26,7.57,2.97,1.59,1.33,1.42,21.04,3.81,64.92,0.04,0.49,1.37,6.91
950,Temotu Vatu,Constituency,Proportion,100,0.23,81.15,1.81,1.69,0.11,0.11,13.32,0,1.58,1.92,5.08,74.83,0.11,0.45,0.9,0.23,1.13,14.56,0.79,0.23,0.11,0.23,0,0.11,0,12.42,86.91,0,0,43.91,0,51.81,0.11,1.69,2.26,0.23,0.11,0.79,98.98,0,0,0.11,61.17,0.11,29.23,3.05,6.43,67.83,0.23,26.07,5.87,81.15,4.40,8.35,3.50,1.81,0.79,8.58,5.87,4.18,42.55,0.9,0,4.63,33.3
1001,Nggosi,Ward,Proportion,100,82.24,2.24,8.81,0.21,0.07,0,3.5,2.24,0.7,62.73,30.98,1.19,0.14,0.14,1.12,0.14,0,3.36,0.21,52.73,5.8,10.98,9.09,15.1,4.06,1.05,1.19,53.57,0.42,3.29,0.07,41.12,0.56,0,0.84,0.14,2.31,3.22,59.51,0.56,33.99,0.42,42.1,2.17,3.43,47.62,4.69,12.73,0.63,1.33,85.31,72.24,7.06,6.99,3.01,4.76,5.94,1.47,71.75,10.14,6.85,0.28,2.8,0.98,5.73
1002,Mbumburu,Ward,Proportion,100,77.97,1.75,12.48,0,2.53,0,2.53,2.34,0.39,75.83,13.84,0.78,3.9,0.78,1.56,0.19,0,2.53,0.58,69.59,5.26,4.87,0.39,12.28,5.26,1.17,1.17,68.42,0.19,1.95,0.19,27.49,0.19,0.19,0.97,0.39,1.56,2.14,44.83,0.78,50.68,0,43.66,0.97,2.34,46.39,6.63,4.29,0.39,0.39,94.93,82.46,5.26,2.14,2.92,1.75,5.46,0.97,80.12,8.19,1.56,1.36,1.75,0.58,5.46
1003,Rove - Lengakiki,Ward,Proportion,100,68.86,0.6,19.46,8.08,0,0,0.3,2.1,0.6,81.74,15.57,0,0,0,1.8,0.3,0,0.6,0,81.44,16.17,0.6,0,0.9,0,0.9,0,90.12,0,2.1,0,6.89,0.3,0,0.3,0.3,11.08,1.5,34.13,0,52.99,0.3,42.22,0,1.5,52.69,3.59,14.67,0.3,0.9,84.13,78.74,1.80,4.79,2.99,3.29,8.38,0.3,85.03,7.19,0.6,1.5,2.1,0,3.29
1004,Cruz,Ward,Proportion,100,100,0,0,0,0,0,0,0,0,88.24,11.76,0,0,0,0,0,0,0,0,94.12,5.88,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,11.76,0,29.41,0,58.82,0,70.59,0,0,29.41,0,11.76,0,5.88,82.35,100.00,0.00,0.00,0.00,0.00,0.00,0,76.47,17.65,0,0,0,0,5.88
1005,Vavaea,Ward,Proportion,100,79.62,1.49,5.41,0.53,0,0,10.08,0.74,2.12,64.97,31.1,1.59,0,0,0.21,0.21,0,1.49,0.42,51.27,11.78,20.28,12.42,3.08,0.85,0.32,0,64.86,0.42,1.27,0,32.27,0.42,0,0.74,0,2.44,3.5,55.73,0.85,32.7,4.78,23.99,0.11,1.8,69,5.1,4.25,0.42,1.7,93.63,88.00,4.14,0.96,1.59,1.91,3.40,0.64,78.98,8.17,1.91,0.32,2.76,0.21,7.01
1006,Vuhokesa,Ward,Proportion,100,95.27,0,4.05,0,0,0,0,0,0.68,58.78,39.86,0,0,0,0,0,0,1.35,0,47.3,6.76,5.41,4.73,3.38,0,32.43,0,47.97,0.68,4.73,0,45.27,0.68,0,0.68,0,0,2.03,62.84,2.03,33.11,0,25,0,6.08,60.81,8.11,19.59,0,4.73,75.68,81.08,4.73,2.03,6.08,3.38,2.70,1.35,67.57,8.11,8.78,0,0.68,0.68,12.84
1007,Mataniko,Ward,Proportion,100,75.28,7.38,5.17,9.41,0.18,0,1.66,0,0.92,63.84,28.04,3.51,0.18,0,0.18,0.55,0,2.58,1.11,51.48,10.89,7.2,4.24,5.9,4.61,3.14,12.55,67.16,0.18,3.69,0.55,26.75,0.37,0,0.55,0.74,2.21,2.03,74.91,0.55,17.9,2.4,32.1,0.74,0.92,62.36,3.87,3.14,0.37,3.32,93.17,90.59,4.61,0.55,0.92,0.37,2.95,0.55,75.83,11.07,3.32,0,2.77,0.18,6.27
1008,Kola'A,Ward,Proportion,100,75.65,3.2,12.14,1.8,0.2,0,5.8,0.8,0.4,58.51,29.09,2.47,0.53,0.07,2,0.2,0,6.94,0.2,46.56,12.07,18.28,7.47,12.27,2.6,0.4,0.33,61.44,0.4,1.67,0.2,34.89,0.4,0,0.73,0.27,3.94,3.67,50.7,0.73,39.43,1.53,33.82,0.47,4.54,56.37,4.8,2.6,0.67,0.8,95.93,79.19,12.01,1.87,2.13,1.47,3.34,0.6,80.52,8.41,2.8,1.07,1.73,0.87,4
1009,Kukum,Ward,Proportion,100,87.55,0,10.3,0.43,0,0,0,0.86,0.86,69.53,2.58,0,0,0,2.58,0.86,0,0.43,24.03,81.97,12.45,2.15,1.72,0.86,0,0.86,0,91.42,0.86,0.43,0,5.15,0.43,0,1.72,0,5.15,2.15,39.48,0,52.36,0.86,27.47,0,2.15,68.24,2.15,5.58,0.86,2.15,91.42,85.41,6.01,2.58,1.29,0.00,4.72,0.86,81.97,6.01,0.86,1.29,3.43,0.43,5.15
101,Waghina,Ward,Proportion,100,0,0,27.6,69.2,0.4,0,0,0,2.8,0,0,0,1.2,78.8,4.8,0,0,13.6,1.6,11.2,0.4,4.4,0,9.2,0.8,0,74,0,2.4,17.2,0,65.6,4.4,0,10,0.4,0,1.2,98.4,0.4,0,0,74.4,0,14,10.8,0.8,57.2,0.4,31.6,10.8,64.40,2.80,1.20,10.80,8.80,12.00,0.4,13.2,4.8,15.2,0,0.4,4.8,61.2
1010,Naha,Ward,Proportion,100,98.15,0,0,0,0,0,0,0,1.85,44.44,53.7,0,0,0,0,0,0,0,1.85,20.37,48.15,0,0,1.85,5.56,24.07,0,81.48,0,0,0,16.67,0,0,1.85,0,0,1.85,81.48,0,16.67,0,3.7,1.85,0,92.59,1.85,1.85,1.85,1.85,94.44,98.15,0.00,1.85,0.00,0.00,0.00,0,79.63,5.56,7.41,0,0,0,7.41
1011,Vura,Ward,Proportion,100,77.68,6.78,10.57,0.39,0.63,0.32,2.76,0.08,0.79,75.47,15.46,1.5,0.55,0.24,2.05,0.08,0,3.55,1.1,72.32,6.7,5.99,3.55,6.86,4.18,0.24,0.16,76.97,0.39,2.21,0.16,19.09,0.63,0,0.39,0.16,4.1,4.02,37.07,1.97,49.53,3.31,26.26,0.39,5.52,61.44,6.39,2.44,0.63,4.1,92.82,76.74,10.17,1.89,3.79,2.52,4.89,0.87,80.28,7.18,4.42,0.32,1.89,0.47,4.57
1012,Panatina,Ward,Proportion,100,63.62,6,9.05,0.75,0.8,11.54,6.55,1,0.7,43.23,27.79,5.65,0.7,10.44,2.2,0.2,0,9.65,0.15,40.63,7.95,20.84,5.55,18.34,4.7,0.95,1.05,57.22,0.25,2.25,0.15,39.03,0.2,0.1,0.5,0.3,4.65,2,58.52,3.45,27.19,4.2,32.23,0.85,17.99,39.73,9.2,3.25,0.95,2.6,93.2,79.56,8.85,3.30,2.55,1.80,3.95,0.75,76.76,9.3,6.6,0.6,1.15,0.35,4.5
102,Katupika,Ward,Proportion,100,0,19.55,6.52,20.8,0,0,45.86,0,7.27,1,25.81,15.54,4.26,2.26,1,6.27,0,37.59,6.27,0.25,8.27,2.26,0.25,0.25,0.5,35.59,52.63,14.29,2.76,8.77,0.25,73.68,0.25,0,0,0,0.25,3.01,94.24,0,2.51,0,38.1,0.25,52.88,8.52,0.25,45.61,0,44.86,9.52,49.37,1.50,20.80,14.54,6.27,7.52,0,24.31,3.76,32.58,0,0,8.27,31.08
103,Vasiduki,Ward,Proportion,100,0.32,48.4,13.14,20.19,0.32,0,16.99,0.64,0,0,0.32,55.77,10.9,0,3.21,6.73,0.32,22.76,0,0.96,0,0,0,2.88,0.32,0,95.83,0,0,8.65,0.32,90.38,0.64,0,0,0,0,0,99.68,0,0.32,0,12.18,0,82.37,2.88,2.56,12.82,0,81.73,5.45,52.56,0.32,27.24,16.03,2.56,1.28,0.64,15.71,1.92,66.03,0,0.32,14.74,0.64
104,Viviru,Ward,Proportion,100,0,59.17,15.92,9,1.04,0,10.03,0,4.84,6.57,14.19,51.21,0.69,0,3.11,0.35,0,23.53,0.35,5.19,0,3.11,0.35,3.11,0,0.69,87.54,0,0.35,2.77,1.04,93.43,0,0.35,1.04,1.04,0,0,97.92,0,1.73,0.35,32.53,0,64.71,2.42,0.35,41.52,0,42.21,16.26,37.37,1.73,39.10,10.38,4.84,6.57,0.35,10.73,5.19,73.36,0,0.35,5.54,4.5
105,Babatana,Ward,Proportion,100,0,45.37,28.09,11.73,0,0,9.57,5.25,0,8.33,10.49,60.19,0.31,0,3.7,0.31,0,15.74,0.93,3.09,0.62,34.57,0.93,1.85,0.31,36.42,22.22,0,0.31,11.73,1.23,86.11,0,0,0.62,0,0.31,0,99.07,0,0.62,0,27.47,0.31,59.26,4.63,8.33,33.02,0.31,40.12,26.54,41.05,2.47,24.38,14.51,6.79,10.80,1.23,20.68,9.26,47.53,0,0.62,11.73,8.95
106,Tepakaza,Ward,Proportion,100,0.31,26.09,24.22,17.08,0.31,0,31.99,0,0,0.62,0.31,50.31,1.86,0,0.93,0,0,45.65,0.31,0.31,0.31,5.59,5.28,2.17,0,0,86.34,3.11,1.24,9.32,0.31,85.4,0,0,0.62,0,0,0.93,99.07,0,0,0,34.47,0.62,60.56,3.73,0.62,40.06,0,45.34,14.6,57.14,0.31,30.75,6.52,3.73,1.55,0.62,21.74,1.55,68.94,0,0.31,2.17,4.66
107,Batava,Ward,Proportion,100,0,6.48,49.5,32.04,0.12,0,7.73,0,4.11,2.49,7.86,13.72,15.71,6.86,21.82,1.12,0,29.93,0.5,12.34,0.75,3.49,0,0.87,0.12,8.98,73.44,4.74,2.24,9.35,0.62,80.67,0.12,0.12,2.12,0,0,0,96.76,0.25,2.99,0,30.42,0.12,58.85,8.48,2.12,39.28,0,41.9,18.83,72.44,3.24,14.09,4.24,2.99,2.99,2,27.56,5.24,59.48,0.12,0.37,1,4.24
108,Tavula,Ward,Proportion,100,0,39.71,20.57,5.26,0.72,0,33.01,0,0.72,1.2,1.44,51.91,1.44,0.24,2.87,0,0,40.67,0.24,0.72,0.96,3.83,0,1.2,0.24,16.75,76.32,0,0.48,7.42,0,89,0,0,3.11,0,0,0,98.8,0.24,0.96,0,28.95,0,67.94,2.39,0.72,31.58,0.48,40.19,27.75,49.28,1.91,30.62,10.05,5.74,2.39,3.11,10.53,5.5,35.89,0,0.48,2.15,42.34
109,Polo,Ward,Proportion,100,0,31.46,17.22,3.97,0,0,47.02,0,0.33,0.33,0,41.06,0,0,0,1.99,0,56.62,0,0.33,0,1.66,0,0,0,23.84,74.17,4.97,0,2.65,0,91.72,0.33,0,0.33,0,0.33,0,98.34,0,1.32,0,48.01,0.33,35.43,5.63,10.6,38.74,0.66,28.15,32.45,80.46,0.33,8.28,4.97,3.97,1.99,3.31,19.54,3.64,50,0,0.33,2.32,20.86
110,Bangara,Ward,Proportion,100,0,16.93,10.58,1.06,0,0,70.9,0.53,0,0,1.06,21.16,0,0,0,0,0,77.25,0.53,0,0,0,0.53,0,0,4.76,94.71,0,0,1.59,0.53,95.77,0,0,2.12,0,1.06,0,98.94,0,0,0,33.86,0.53,54.5,3.17,7.94,26.46,0.53,41.8,31.22,83.60,1.59,7.41,6.35,1.06,0.00,1.59,4.76,3.17,70.9,0,0.53,2.65,16.4
111,Susuka,Ward,Proportion,100,0,21.05,30.26,21.05,0,0.33,26.32,0,0.99,1.97,13.16,45.39,0.33,1.97,2.3,0.66,0,33.88,0.33,3.62,5.92,4.61,2.63,2.96,3.62,38.82,37.83,17.11,2.3,15.13,0.66,62.83,0.33,0,1.64,0,0.66,0.99,88.16,2.3,6.25,1.64,44.74,0,37.17,15.46,2.63,38.16,0.33,30.92,30.59,60.20,1.64,29.61,3.29,3.29,1.97,0.33,31.25,3.62,29.61,1.64,0.33,0,33.22
112,Senga,Ward,Proportion,100,0,40.29,18.26,11.01,0.29,0,28.99,0,1.16,0.29,0.29,58.55,0,4.64,1.45,0.29,0,34.49,0,1.16,0,3.77,0,0,0,0,95.07,0,0.29,19.13,0.29,79.71,0,0,0.58,0,0.29,0,99.71,0,0,0,21.45,0,76.52,1.45,0.58,25.8,0,46.38,27.83,69.86,0.58,16.52,8.41,3.48,1.16,0.29,11.01,0.58,73.04,0,0.29,4.06,10.72
113,Kerepangara,Ward,Proportion,100,0,54.41,12.75,3.43,0,0,29.41,0,0,0.49,2.94,50,0.98,0,2.94,0.49,0,42.16,0,2.45,0,1.96,0.49,21.08,3.92,0,70.1,0,0,15.2,0,84.31,0,0,0,0.49,0,0.49,99.02,0,0.49,0,29.9,0,64.22,2.94,2.94,37.25,0,28.43,34.31,57.84,0.00,32.84,4.90,3.43,0.98,14.22,6.86,8.82,56.86,0,0.49,0.49,12.25
114,Kirugela,Ward,Proportion,100,0,50,19.84,0,1.19,0.4,27.38,0,1.19,1.19,0.79,70.24,0.4,0.4,1.19,0,0,25.4,0.4,2.78,0,0.79,7.94,0.4,0,0,88.1,8.73,0.4,14.68,0,75.4,0,0,0.79,0,0,0.4,97.22,0,1.59,0.79,55.16,0,36.51,3.17,5.16,53.17,0,34.13,12.7,45.63,0.00,37.70,9.13,5.95,1.59,1.98,25.79,3.97,44.05,0,0,3.97,20.24
201,Outer Shortlands,Ward,Proportion,100,0,3.56,23.32,64.03,0.4,0,8.7,0,0,0.4,13.44,66.4,9.88,0,1.19,0.4,0,8.3,0,2.77,0,0.4,0,2.37,0,29.64,64.82,0,0.4,11.86,0,86.56,0,0.79,0,0.4,0,0.4,99.6,0,0,0,61.66,0.79,32.41,0.4,4.74,26.09,0.4,69.17,4.35,62.45,3.95,12.65,10.28,5.93,4.74,1.58,5.93,4.74,77.47,0,0.79,1.98,7.51
202,Inner Shortlands,Ward,Proportion,100,0.22,1.12,40.18,56.7,0.67,0,0.45,0,0.67,1.12,5.36,18.08,48.21,16.74,8.04,0.45,0,1.79,0.22,6.03,1.12,0.45,0,0.45,0.67,15.62,75.67,0.67,2.68,9.82,0,67.63,0.67,16.74,1.12,0.67,0,0.22,85.94,12.95,0.89,0,51.79,0.89,37.72,5.8,3.79,27.68,0.67,57.81,13.84,74.11,4.24,11.38,4.24,2.90,3.13,1.34,11.38,4.24,63.62,0,0.22,1.34,17.86
203,Simbo,Ward,Proportion,100,0,87.58,6.05,6.05,0,0,0,0,0.32,0.64,4.14,91.4,0.32,0,0.64,0,0,2.55,0.32,1.59,1.91,7.32,1.27,1.59,0.96,4.14,81.21,0,0,1.27,0.32,98.09,0,0.32,0,0,0,0,100,0,0,0,23.89,0,74.52,0.32,1.27,19.43,0,66.24,14.33,63.69,1.91,16.56,6.37,7.32,4.14,0,9.24,2.23,82.17,0,0.32,2.87,3.18
204,North Ranongga,Ward,Proportion,100,0,89.13,2.17,5.43,0,0,1.09,0,2.17,2.17,0,80.43,0,0,2.17,1.09,0,14.13,0,0,0,8.7,1.09,21.74,42.39,11.96,14.13,0,0,10.87,0,60.87,0,0,28.26,0,0,3.26,96.74,0,0,0,22.83,0,77.17,0,0,20.65,0,63.04,16.3,77.17,2.17,9.78,5.43,3.26,2.17,0,7.61,2.17,70.65,0,0,2.17,17.39
205,Central Ranongga,Ward,Proportion,100,0,60.45,6.97,1.64,0,0,24.39,0,6.56,1.02,0.82,56.76,1.23,0.82,5.33,1.43,0,32.58,0,0.41,0,19.26,1.23,3.69,0.82,2.66,71.93,0,0.2,11.68,0,82.99,0.41,0.2,4.3,0.2,0,0.82,93.44,5.33,0.2,0.2,20.49,0.2,78.07,0.61,0.61,38.73,0,40.78,20.49,62.91,2.66,14.34,9.43,5.53,5.12,0,13.11,5.12,69.26,0,0.2,6.97,5.33
206,South Ranongga,Ward,Proportion,100,0,48.45,2.48,1.4,0,0.31,43.63,0,3.73,4.66,8.7,31.06,0,0,0.47,0.16,0,54.97,0,1.55,0,10.71,2.02,2.33,0.16,3.88,79.35,1.4,0.16,2.02,0.16,93.17,0,0,2.8,0.31,0,1.86,97.98,0,0.16,0,12.42,0.16,84.16,1.09,2.17,27.8,0,54.04,18.17,80.43,0.47,9.47,4.04,2.95,2.64,0.78,9.78,5.59,79.35,0.16,0,2.17,2.17
207,Vonunu,Ward,Proportion,100,0,37.21,31.63,17.21,0.16,0.31,11.47,1.55,0.47,9.46,7.29,53.95,0.16,3.26,3.57,0.16,0.31,21.86,0,4.96,0.93,30.54,1.55,1.09,0,4.65,56.28,2.64,0.78,3.72,0,91.32,0,0,1.55,0,0.16,0.16,96.59,0,3.1,0,33.8,3.1,58.91,3.88,0.31,45.89,1.86,43.41,8.84,58.76,0.62,20.62,11.16,3.72,5.12,0.47,25.89,1.55,59.53,0,0,5.27,7.29
208,Bilua,Ward,Proportion,100,0,46.55,23.08,21.49,0,0.13,7.56,0,1.19,6.37,7.03,50.93,0.4,0,1.59,0.13,0,33.55,0,1.46,0.27,7.69,0.66,1.33,0.13,23.21,65.25,1.46,0.4,7.03,0.13,89.92,0.13,0.27,0.66,0,0,0.8,98.41,0,0.66,0.13,25.33,0.13,70.95,2.79,0.8,41.91,0.53,38.86,18.7,48.54,1.86,38.06,7.29,2.79,1.46,2.39,23.34,3.32,62.73,0.13,0,5.7,2.39
209,Dovele,Ward,Proportion,100,0.26,37.3,25.4,10.85,0.26,0,25.93,0,0,0.79,21.16,40.21,0,1.06,3.7,0.26,0,32.8,0,1.59,0,13.49,0.53,1.32,0.26,5.03,77.78,4.76,0.79,3.17,0,91.01,0,0,0.26,0,0,0.26,99.21,0,0.53,0,22.22,0,73.81,3.17,0.79,38.89,0,50.53,10.58,63.23,0.79,22.22,5.82,3.97,3.97,2.38,23.28,6.61,57.67,0,0.26,3.44,6.35
210,Iringgila,Ward,Proportion,100,0,28.94,16.17,41.92,0,0,12.57,0,0.4,5.39,10.18,32.53,0.2,0,1.6,0.2,0,49.5,0.4,4.59,0,1.8,0,0.8,0,1.4,91.42,4.19,0.6,3.79,0.2,90.82,0.2,0,0.2,0,0,0.2,97.6,0,2.2,0,33.93,0.2,64.07,1.6,0.2,43.31,0,48.1,8.58,73.65,0.60,14.37,7.78,2.00,1.60,0,15.77,2.59,62.08,0,0,2.2,17.37
211,Gizo,Ward,Proportion,100,0,5.99,55.88,26.44,1.2,0,6.82,0.9,2.77,9.51,8.39,19.55,9.89,0.3,29.74,1.57,0,19.93,1.12,33.86,3.97,18.5,4.27,10.94,3.67,19.7,5.09,35.58,2.85,3.45,0,54.23,0.67,0.07,3.07,0.07,1.8,6.22,76.63,0.15,14.83,0.37,46.37,0.3,16.78,32.51,4.04,41.42,1.57,16.7,40.3,77.45,1.12,8.16,5.39,3.45,4.42,0.6,59.85,7.87,21.87,0,0.97,1.65,7.19
212,South Kolombangara,Ward,Proportion,100,0.14,39.06,19.11,3.6,0,0,32.41,0.28,5.4,27.15,14.4,18.01,0.42,0,2.35,0,0,37.4,0.28,31.44,0.42,3.46,0.55,1.94,0.83,15.79,45.57,30.47,0.55,1.11,0,67.31,0,0.14,0.28,0.14,1.66,0,94.6,0,3.74,0,50,0.55,44.46,2.63,2.35,48.34,0.14,38.64,12.88,77.84,0.83,13.30,3.60,2.49,1.94,0.69,39.61,3.6,43.63,0,0.14,1.25,11.08
213,Vonavona,Ward,Proportion,100,0,0.81,63.84,30.51,0.1,0,0.2,2.32,2.22,0.4,1.31,4.55,47.47,6.67,20.1,0.81,0,16.77,1.92,3.33,0.71,10.61,1.01,2.02,0.3,78.28,3.74,0.3,1.82,3.23,0,93.74,0,0.1,0.81,0,0,0.1,99.09,0.1,0.61,0.1,30.61,0.4,61.92,4.44,2.63,39.29,0.81,55.96,3.94,53.54,2.02,24.85,10.61,6.06,2.93,0.2,17.47,4.44,57.47,0,0.4,1.41,18.59
